"company_id","ticker","exchange","name","universe_type","priority","status","last_updated_at","last_source_refresh_at","latest_annual_source_id","latest_quarterly_source_id","data_depth","relationship_depth","next_action","notes"
"US_UNP","UNP","NYSE","Union Pacific","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_unp_2025_10k","source_sec_unp_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_KLAC","KLAC","NASDAQ","KLA","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_klac_2025_10k","source_sec_klac_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_ADI","ADI","NASDAQ","Analog Devices","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_adi_2025_10k","source_sec_adi_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_MRVL","MRVL","NASDAQ","Marvell Technology","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_mrvl_2026_10k","source_sec_mrvl_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_MCHP","MCHP","NASDAQ","Microchip Technology","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_mchp_2026_10k","source_sec_mchp_2025_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_PLTR","PLTR","NASDAQ","Palantir","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_pltr_2025_10k","source_sec_pltr_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_SNOW","SNOW","NYSE","Snowflake","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_snow_2026_10k","source_sec_snow_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_NVDA","NVDA","NASDAQ","NVIDIA","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_nvda_2026_10k","source_sec_nvda_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_AMD","AMD","NASDAQ","AMD","US_LARGE_CAP_RESEARCH_UNIVERSE","high","candidate_relationships_loaded","2026-07-05","2026-07-05","source_sec_amd_2025_10k","source_sec_amd_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure+rag_candidate_relationships_round1","review loaded candidate relationships in Neo4j before verification; expand unresolved entity coverage before next extraction round","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05. RAG round1 loaded 1 reviewed llm_extraction candidate relationship(s) from ingestion/rag/extracted/us_round1_candidates_reviewed.jsonl on 2026-07-05."
"US_AAPL","AAPL","NASDAQ","Apple","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_aapl_2025_10k","source_sec_aapl_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_MU","MU","NASDAQ","Micron","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_mu_2025_10k","source_sec_mu_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_NKE","NKE","NYSE","Nike","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_nke_2025_10k","source_sec_nke_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_BA","BA","NYSE","Boeing","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_ba_2025_10k","source_sec_ba_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"TWSE_2330","2330","TWSE","台積電","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2330_annual_report_index","source_mops_twse_2330_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 1 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2317","2317","TWSE","鴻海","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2317_annual_report_index","source_mops_twse_2317_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 2 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2454","2454","TWSE","聯發科","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2454_annual_report_index","source_mops_twse_2454_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 3 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2308","2308","TWSE","台達電","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2308_annual_report_index","source_mops_twse_2308_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 4 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2382","2382","TWSE","廣達","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2382_annual_report_index","source_mops_twse_2382_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 5 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2881","2881","TWSE","富邦金","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2881_annual_report_index","source_mops_twse_2881_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 6 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2882","2882","TWSE","國泰金","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2882_annual_report_index","source_mops_twse_2882_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 7 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2412","2412","TWSE","中華電","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2412_annual_report_index","source_mops_twse_2412_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 8 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_3711","3711","TWSE","日月光投控","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_3711_annual_report_index","source_mops_twse_3711_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 9 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2891","2891","TWSE","中信金","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2891_annual_report_index","source_mops_twse_2891_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 10 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2303","2303","TWSE","聯電","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2303_annual_report_index","source_mops_twse_2303_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 11 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2886","2886","TWSE","兆豐金","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2886_annual_report_index","source_mops_twse_2886_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 12 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_6505","6505","TWSE","台塑化","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_6505_annual_report_index","source_mops_twse_6505_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 13 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2357","2357","TWSE","華碩","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2357_annual_report_index","source_mops_twse_2357_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 14 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2884","2884","TWSE","玉山金","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2884_annual_report_index","source_mops_twse_2884_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 15 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2885","2885","TWSE","元大金","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2885_annual_report_index","source_mops_twse_2885_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 16 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_6669","6669","TWSE","緯穎","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_6669_annual_report_index","source_mops_twse_6669_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 17 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_1216","1216","TWSE","統一","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_1216_annual_report_index","source_mops_twse_1216_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 18 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2603","2603","TWSE","長榮","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2603_annual_report_index","source_mops_twse_2603_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 19 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_3231","3231","TWSE","緯創","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_3231_annual_report_index","source_mops_twse_3231_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 20 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_5871","5871","TWSE","中租-KY","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_5871_annual_report_index","source_mops_twse_5871_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 21 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2892","2892","TWSE","第一金","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2892_annual_report_index","source_mops_twse_2892_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 22 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2345","2345","TWSE","智邦","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2345_annual_report_index","source_mops_twse_2345_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 23 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_3045","3045","TWSE","台灣大","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_3045_annual_report_index","source_mops_twse_3045_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 24 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_5880","5880","TWSE","合庫金","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_5880_annual_report_index","source_mops_twse_5880_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 25 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2880","2880","TWSE","華南金","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2880_annual_report_index","source_mops_twse_2880_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 26 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2002","2002","TWSE","中鋼","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2002_annual_report_index","source_mops_twse_2002_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 27 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2207","2207","TWSE","和泰車","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2207_annual_report_index","source_mops_twse_2207_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 28 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_1301","1301","TWSE","台塑","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_1301_annual_report_index","source_mops_twse_1301_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 29 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_1303","1303","TWSE","南亞","TW_MARKET_CAP_TOP100","high","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_1303_annual_report_index","source_mops_twse_1303_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 30 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_4904","4904","TWSE","遠傳","TW_MARKET_CAP_TOP100","medium","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_4904_annual_report_index","source_mops_twse_4904_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 31 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_3008","3008","TWSE","大立光","TW_MARKET_CAP_TOP100","medium","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_3008_annual_report_index","source_mops_twse_3008_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 32 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2890","2890","TWSE","永豐金","TW_MARKET_CAP_TOP100","medium","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2890_annual_report_index","source_mops_twse_2890_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 33 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2887","2887","TWSE","台新金","TW_MARKET_CAP_TOP100","medium","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2887_annual_report_index","source_mops_twse_2887_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 34 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_1326","1326","TWSE","台化","TW_MARKET_CAP_TOP100","medium","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_1326_annual_report_index","source_mops_twse_1326_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 35 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_3034","3034","TWSE","聯詠","TW_MARKET_CAP_TOP100","medium","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_3034_annual_report_index","source_mops_twse_3034_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 36 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2883","2883","TWSE","凱基金","TW_MARKET_CAP_TOP100","medium","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2883_annual_report_index","source_mops_twse_2883_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 37 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_3017","3017","TWSE","奇鋐","TW_MARKET_CAP_TOP100","medium","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_3017_annual_report_index","source_mops_twse_3017_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 38 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2383","2383","TWSE","台光電","TW_MARKET_CAP_TOP100","medium","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2383_annual_report_index","source_mops_twse_2383_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 39 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2379","2379","TWSE","瑞昱","TW_MARKET_CAP_TOP100","medium","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2379_annual_report_index","source_mops_twse_2379_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 40 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_3037","3037","TWSE","欣興","TW_MARKET_CAP_TOP100","medium","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_3037_annual_report_index","source_mops_twse_3037_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 41 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_4938","4938","TWSE","和碩","TW_MARKET_CAP_TOP100","medium","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_4938_annual_report_index","source_mops_twse_4938_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 42 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2301","2301","TWSE","光寶科","TW_MARKET_CAP_TOP100","medium","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2301_annual_report_index","source_mops_twse_2301_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 43 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
"TWSE_2609","2609","TWSE","陽明","TW_MARKET_CAP_TOP100","medium","official_source_index_registered","2026-07-05","2026-07-05","source_mops_twse_2609_annual_report_index","source_mops_twse_2609_financial_report_index","company_seed+mops_source_index; some manual_seed relationships","varies_by_company","fetch latest annual report and financial report from MOPS/company IR, then extract candidate relationships","Rank 44 in existing TW top100 universe. Refresh universe source against TWSE/Taiwan Index provider before major updates."
