id,title,type,url,publisher,published_date,retrieved_at,company_id,period,language
source_delta_2025_chairman_statement,Delta Electronics 2025 Chairman Statement,company_website,https://www.deltaww.com/zh-TW/investors/chairman-statement,Delta Electronics,,2026-07-05,TWSE_2308,2025,zh-TW
source_delta_2024_annual_report,Delta Electronics 2024 Annual Report,annual_report,https://landing.deltaww.com/zh-TW/Investors/annual-Reports,Delta Electronics,,2026-07-05,TWSE_2308,2024,zh-TW
source_delta_2025_q3_financial_report,Delta Electronics 2025 Q3 Financial Report,financial_report,https://landing.deltaww.com/zh-TW/Investors/financial-Reports,Delta Electronics,,2026-07-05,TWSE_2308,2025Q3,zh-TW
source_delta_2025_q3_results_news,Delta Electronics Announces 2025-Q3 Financial Results,company_website,https://landing.deltaww.com/en-us/news/39958,Delta Electronics,,2026-07-05,TWSE_2308,2025Q3,en-US
source_delta_2025_force_gt_ai_datacenter,Delta Force-GT AI Data Center Power and Liquid Cooling Source,company_website,https://www.deltaww.com/zh-TW/press/39905,Delta Electronics,,2026-07-05,TWSE_2308,2025,zh-TW
source_manual_seed_v0,人工整理初始 seed 資料,manual,,,,2026-07-03,,2026,zh-TW
source_manual_seed_v1,Phase 2.2 人工整理 AI Server 供應鏈 seed 資料,manual,,,,2026-07-03,,2026,zh-TW
source_manual_seed_v2,Phase 8 人工整理台股前 100 擴充 seed 資料,manual,,,,2026-07-03,,2026,zh-TW
source_sec_company_tickers_exchange,SEC company_tickers_exchange.json,exchange_data,https://www.sec.gov/files/company_tickers_exchange.json,U.S. Securities and Exchange Commission,,2026-07-05,,2026,en-US
source_twse_2025_factbook_top_market_cap,TWSE Fact Book 2025 - Top Companies by Market Capitalization,exchange_data,https://www.twse.com.tw/downloads/zh/about/company/factbook/2025/1.04.html,Taiwan Stock Exchange,,2026-07-05,,2024,en-US
source_sec_msft_submissions,MSFT SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0000789019.json,U.S. Securities and Exchange Commission,,2026-07-05,US_MSFT,2026,en-US
source_sec_msft_2025_10k,Microsoft Corporation latest SEC 10-K,annual_report,https://www.sec.gov/Archives/edgar/data/789019/000095017025100235/msft-20250630.htm,U.S. Securities and Exchange Commission,2025-07-30,2026-07-05,US_MSFT,2025,en-US
source_sec_msft_2026_10q,Microsoft Corporation latest SEC 10-Q,financial_report,https://www.sec.gov/Archives/edgar/data/789019/000119312526191507/msft-20260331.htm,U.S. Securities and Exchange Commission,2026-04-29,2026-07-05,US_MSFT,2026,en-US
source_sec_googl_submissions,GOOGL SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0001652044.json,U.S. Securities and Exchange Commission,,2026-07-05,US_GOOGL,2026,en-US
source_sec_googl_2025_10k,Alphabet Inc. latest SEC 10-K,annual_report,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000018/goog-20251231.htm,U.S. Securities and Exchange Commission,2026-02-05,2026-07-05,US_GOOGL,2025,en-US
source_sec_googl_2026_10q,Alphabet Inc. latest SEC 10-Q,financial_report,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000048/goog-20260331.htm,U.S. Securities and Exchange Commission,2026-04-30,2026-07-05,US_GOOGL,2026,en-US
source_sec_amzn_submissions,AMZN SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0001018724.json,U.S. Securities and Exchange Commission,,2026-07-05,US_AMZN,2026,en-US
source_sec_amzn_2025_10k,"Amazon.com, Inc. latest SEC 10-K",annual_report,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm,U.S. Securities and Exchange Commission,2026-02-06,2026-07-05,US_AMZN,2025,en-US
source_sec_amzn_2026_10q,"Amazon.com, Inc. latest SEC 10-Q",financial_report,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000014/amzn-20260331.htm,U.S. Securities and Exchange Commission,2026-04-30,2026-07-05,US_AMZN,2026,en-US
source_sec_meta_submissions,META SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0001326801.json,U.S. Securities and Exchange Commission,,2026-07-05,US_META,2026,en-US
source_sec_meta_2025_10k,"Meta Platforms, Inc. latest SEC 10-K",annual_report,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm,U.S. Securities and Exchange Commission,2026-01-29,2026-07-05,US_META,2025,en-US
source_sec_meta_2026_10q,"Meta Platforms, Inc. latest SEC 10-Q",financial_report,https://www.sec.gov/Archives/edgar/data/1326801/000162828026028526/meta-20260331.htm,U.S. Securities and Exchange Commission,2026-04-30,2026-07-05,US_META,2026,en-US
source_sec_tsla_submissions,TSLA SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0001318605.json,U.S. Securities and Exchange Commission,,2026-07-05,US_TSLA,2026,en-US
source_sec_tsla_2025_10k,"Tesla, Inc. latest SEC 10-K",annual_report,https://www.sec.gov/Archives/edgar/data/1318605/000162828026003952/tsla-20251231.htm,U.S. Securities and Exchange Commission,2026-01-29,2026-07-05,US_TSLA,2025,en-US
source_sec_tsla_2026_10q,"Tesla, Inc. latest SEC 10-Q",financial_report,https://www.sec.gov/Archives/edgar/data/1318605/000162828026026673/tsla-20260331.htm,U.S. Securities and Exchange Commission,2026-04-23,2026-07-05,US_TSLA,2026,en-US
source_sec_avgo_submissions,AVGO SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0001730168.json,U.S. Securities and Exchange Commission,,2026-07-05,US_AVGO,2026,en-US
source_sec_avgo_2025_10k,Broadcom Inc. latest SEC 10-K,annual_report,https://www.sec.gov/Archives/edgar/data/1730168/000173016825000121/avgo-20251102.htm,U.S. Securities and Exchange Commission,2025-12-18,2026-07-05,US_AVGO,2025,en-US
source_sec_avgo_2026_10q,Broadcom Inc. latest SEC 10-Q,financial_report,https://www.sec.gov/Archives/edgar/data/1730168/000173016826000054/avgo-20260503.htm,U.S. Securities and Exchange Commission,2026-06-09,2026-07-05,US_AVGO,2026,en-US
source_sec_orcl_submissions,ORCL SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0001341439.json,U.S. Securities and Exchange Commission,,2026-07-05,US_ORCL,2026,en-US
source_sec_orcl_2026_10k,Oracle Corporation latest SEC 10-K,annual_report,https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/orcl-20260531.htm,U.S. Securities and Exchange Commission,2026-06-22,2026-07-05,US_ORCL,2026,en-US
source_sec_orcl_2026_10q,Oracle Corporation latest SEC 10-Q,financial_report,https://www.sec.gov/Archives/edgar/data/1341439/000119312526101045/orcl-20260228.htm,U.S. Securities and Exchange Commission,2026-03-11,2026-07-05,US_ORCL,2026,en-US
source_sec_crm_submissions,CRM SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0001108524.json,U.S. Securities and Exchange Commission,,2026-07-05,US_CRM,2026,en-US
source_sec_crm_2026_10k,"Salesforce, Inc. latest SEC 10-K",annual_report,https://www.sec.gov/Archives/edgar/data/1108524/000110852426000060/crm-20260131.htm,U.S. Securities and Exchange Commission,2026-03-02,2026-07-05,US_CRM,2026,en-US
source_sec_crm_2026_10q,"Salesforce, Inc. latest SEC 10-Q",financial_report,https://www.sec.gov/Archives/edgar/data/1108524/000110852426000127/crm-20260430.htm,U.S. Securities and Exchange Commission,2026-05-28,2026-07-05,US_CRM,2026,en-US
source_sec_nflx_submissions,NFLX SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0001065280.json,U.S. Securities and Exchange Commission,,2026-07-05,US_NFLX,2026,en-US
source_sec_nflx_2025_10k,"Netflix, Inc. latest SEC 10-K",annual_report,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000034/nflx-20251231.htm,U.S. Securities and Exchange Commission,2026-01-23,2026-07-05,US_NFLX,2025,en-US
source_sec_nflx_2026_10q,"Netflix, Inc. latest SEC 10-Q",financial_report,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000138/nflx-20260331.htm,U.S. Securities and Exchange Commission,2026-04-17,2026-07-05,US_NFLX,2026,en-US
source_sec_adbe_submissions,ADBE SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0000796343.json,U.S. Securities and Exchange Commission,,2026-07-05,US_ADBE,2026,en-US
source_sec_adbe_2025_10k,Adobe Inc. latest SEC 10-K,annual_report,https://www.sec.gov/Archives/edgar/data/796343/000079634326000003/adbe-20251128.htm,U.S. Securities and Exchange Commission,2026-01-15,2026-07-05,US_ADBE,2025,en-US
source_sec_adbe_2026_10q,Adobe Inc. latest SEC 10-Q,financial_report,https://www.sec.gov/Archives/edgar/data/796343/000079634326000112/adbe-20260529.htm,U.S. Securities and Exchange Commission,2026-06-15,2026-07-05,US_ADBE,2026,en-US
source_sec_qcom_submissions,QCOM SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0000804328.json,U.S. Securities and Exchange Commission,,2026-07-05,US_QCOM,2026,en-US
source_sec_qcom_2025_10k,QUALCOMM Incorporated latest SEC 10-K,annual_report,https://www.sec.gov/Archives/edgar/data/804328/000080432825000085/qcom-20250928.htm,U.S. Securities and Exchange Commission,2025-11-05,2026-07-05,US_QCOM,2025,en-US
source_sec_qcom_2026_10q,QUALCOMM Incorporated latest SEC 10-Q,financial_report,https://www.sec.gov/Archives/edgar/data/804328/000080432826000061/qcom-20260329.htm,U.S. Securities and Exchange Commission,2026-04-29,2026-07-05,US_QCOM,2026,en-US
source_sec_intc_submissions,INTC SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0000050863.json,U.S. Securities and Exchange Commission,,2026-07-05,US_INTC,2026,en-US
source_sec_intc_2025_10k,Intel Corporation latest SEC 10-K,annual_report,https://www.sec.gov/Archives/edgar/data/50863/000005086326000011/intc-20251227.htm,U.S. Securities and Exchange Commission,2026-01-23,2026-07-05,US_INTC,2025,en-US
source_sec_intc_2026_10q,Intel Corporation latest SEC 10-Q,financial_report,https://www.sec.gov/Archives/edgar/data/50863/000005086326000079/intc-20260328.htm,U.S. Securities and Exchange Commission,2026-04-24,2026-07-05,US_INTC,2026,en-US
source_sec_ibm_submissions,IBM SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0000051143.json,U.S. Securities and Exchange Commission,,2026-07-05,US_IBM,2026,en-US
source_sec_ibm_2025_10k,International Business Machines Corporation latest SEC 10-K,annual_report,https://www.sec.gov/Archives/edgar/data/51143/000005114326000010/ibm-20251231.htm,U.S. Securities and Exchange Commission,2026-02-24,2026-07-05,US_IBM,2025,en-US
source_sec_ibm_2026_10q,International Business Machines Corporation latest SEC 10-Q,financial_report,https://www.sec.gov/Archives/edgar/data/51143/000005114326000038/ibm-20260331.htm,U.S. Securities and Exchange Commission,2026-04-23,2026-07-05,US_IBM,2026,en-US
source_sec_csco_submissions,CSCO SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0000858877.json,U.S. Securities and Exchange Commission,,2026-07-05,US_CSCO,2026,en-US
source_sec_csco_2025_10k,"Cisco Systems, Inc. latest SEC 10-K",annual_report,https://www.sec.gov/Archives/edgar/data/858877/000085887725000111/csco-20250726.htm,U.S. Securities and Exchange Commission,2025-09-03,2026-07-05,US_CSCO,2025,en-US
source_sec_csco_2026_10q,"Cisco Systems, Inc. latest SEC 10-Q",financial_report,https://www.sec.gov/Archives/edgar/data/858877/000085887726000078/csco-20260425.htm,U.S. Securities and Exchange Commission,2026-05-19,2026-07-05,US_CSCO,2026,en-US
source_sec_txn_submissions,TXN SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0000097476.json,U.S. Securities and Exchange Commission,,2026-07-05,US_TXN,2026,en-US
source_sec_txn_2025_10k,Texas Instruments Incorporated latest SEC 10-K,annual_report,https://www.sec.gov/Archives/edgar/data/97476/000009747626000059/txn-20251231.htm,U.S. Securities and Exchange Commission,2026-02-06,2026-07-05,US_TXN,2025,en-US
source_sec_txn_2026_10q,Texas Instruments Incorporated latest SEC 10-Q,financial_report,https://www.sec.gov/Archives/edgar/data/97476/000009747626000101/txn-20260331.htm,U.S. Securities and Exchange Commission,2026-04-24,2026-07-05,US_TXN,2026,en-US
source_sec_amat_submissions,AMAT SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0000006951.json,U.S. Securities and Exchange Commission,,2026-07-05,US_AMAT,2026,en-US
source_sec_amat_2025_10k,"Applied Materials, Inc. latest SEC 10-K",annual_report,https://www.sec.gov/Archives/edgar/data/6951/000162828025056742/amat-20251026.htm,U.S. Securities and Exchange Commission,2025-12-12,2026-07-05,US_AMAT,2025,en-US
source_sec_amat_2026_10q,"Applied Materials, Inc. latest SEC 10-Q",financial_report,https://www.sec.gov/Archives/edgar/data/6951/000162828026037227/amat-20260426.htm,U.S. Securities and Exchange Commission,2026-05-21,2026-07-05,US_AMAT,2026,en-US
source_sec_lrcx_submissions,LRCX SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0000707549.json,U.S. Securities and Exchange Commission,,2026-07-05,US_LRCX,2026,en-US
source_sec_lrcx_2025_10k,Lam Research Corporation latest SEC 10-K,annual_report,https://www.sec.gov/Archives/edgar/data/707549/000070754925000075/lrcx-20250629.htm,U.S. Securities and Exchange Commission,2025-08-11,2026-07-05,US_LRCX,2025,en-US
source_sec_lrcx_2026_10q,Lam Research Corporation latest SEC 10-Q,financial_report,https://www.sec.gov/Archives/edgar/data/707549/000070754926000022/lrcx-20260329.htm,U.S. Securities and Exchange Commission,2026-04-23,2026-07-05,US_LRCX,2026,en-US
source_sec_now_submissions,NOW SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0001373715.json,U.S. Securities and Exchange Commission,,2026-07-05,US_NOW,2026,en-US
source_sec_now_2025_10k,"ServiceNow, Inc. latest SEC 10-K",annual_report,https://www.sec.gov/Archives/edgar/data/1373715/000137371526000007/now-20251231.htm,U.S. Securities and Exchange Commission,2026-01-29,2026-07-05,US_NOW,2025,en-US
source_sec_now_2026_10q,"ServiceNow, Inc. latest SEC 10-Q",financial_report,https://www.sec.gov/Archives/edgar/data/1373715/000137371526000056/now-20260331.htm,U.S. Securities and Exchange Commission,2026-04-23,2026-07-05,US_NOW,2026,en-US
source_sec_panw_submissions,PANW SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0001327567.json,U.S. Securities and Exchange Commission,,2026-07-05,US_PANW,2026,en-US
source_sec_panw_2025_10k,"Palo Alto Networks, Inc. latest SEC 10-K",annual_report,https://www.sec.gov/Archives/edgar/data/1327567/000132756725000027/panw-20250731.htm,U.S. Securities and Exchange Commission,2025-08-29,2026-07-05,US_PANW,2025,en-US
source_sec_panw_2026_10q,"Palo Alto Networks, Inc. latest SEC 10-Q",financial_report,https://www.sec.gov/Archives/edgar/data/1327567/000132756726000015/panw-20260430.htm,U.S. Securities and Exchange Commission,2026-06-03,2026-07-05,US_PANW,2026,en-US
source_sec_uber_submissions,UBER SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0001543151.json,U.S. Securities and Exchange Commission,,2026-07-05,US_UBER,2026,en-US
source_sec_uber_2025_10k,"Uber Technologies, Inc. latest SEC 10-K",annual_report,https://www.sec.gov/Archives/edgar/data/1543151/000154315126000015/uber-20251231.htm,U.S. Securities and Exchange Commission,2026-02-13,2026-07-05,US_UBER,2025,en-US
source_sec_uber_2026_10q,"Uber Technologies, Inc. latest SEC 10-Q",financial_report,https://www.sec.gov/Archives/edgar/data/1543151/000154315126000022/uber-20260331.htm,U.S. Securities and Exchange Commission,2026-05-06,2026-07-05,US_UBER,2026,en-US
source_sec_jpm_submissions,JPM SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0000019617.json,U.S. Securities and Exchange Commission,,2026-07-05,US_JPM,2026,en-US
source_sec_jpm_2025_10k,JPMorgan Chase & Co. latest SEC 10-K,annual_report,https://www.sec.gov/Archives/edgar/data/19617/000162828026008131/jpm-20251231.htm,U.S. Securities and Exchange Commission,2026-02-13,2026-07-05,US_JPM,2025,en-US
source_sec_jpm_2026_10q,JPMorgan Chase & Co. latest SEC 10-Q,financial_report,https://www.sec.gov/Archives/edgar/data/19617/000162828026029344/jpm-20260331.htm,U.S. Securities and Exchange Commission,2026-05-01,2026-07-05,US_JPM,2026,en-US
source_sec_v_submissions,V SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0001403161.json,U.S. Securities and Exchange Commission,,2026-07-05,US_V,2026,en-US
source_sec_v_2025_10k,Visa Inc. latest SEC 10-K,annual_report,https://www.sec.gov/Archives/edgar/data/1403161/000140316125000089/v-20250930.htm,U.S. Securities and Exchange Commission,2025-11-06,2026-07-05,US_V,2025,en-US
source_sec_v_2026_10q,Visa Inc. latest SEC 10-Q,financial_report,https://www.sec.gov/Archives/edgar/data/1403161/000140316126000079/v-20260331.htm,U.S. Securities and Exchange Commission,2026-04-29,2026-07-05,US_V,2026,en-US
source_sec_ma_submissions,MA SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0001141391.json,U.S. Securities and Exchange Commission,,2026-07-05,US_MA,2026,en-US
source_sec_ma_2025_10k,Mastercard Incorporated latest SEC 10-K,annual_report,https://www.sec.gov/Archives/edgar/data/1141391/000114139126000013/ma-20251231.htm,U.S. Securities and Exchange Commission,2026-02-11,2026-07-05,US_MA,2025,en-US
source_sec_ma_2026_10q,Mastercard Incorporated latest SEC 10-Q,financial_report,https://www.sec.gov/Archives/edgar/data/1141391/000114139126000031/ma-20260331.htm,U.S. Securities and Exchange Commission,2026-04-30,2026-07-05,US_MA,2026,en-US
source_sec_wmt_submissions,WMT SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0000104169.json,U.S. Securities and Exchange Commission,,2026-07-05,US_WMT,2026,en-US
source_sec_wmt_2026_10k,Walmart Inc. latest SEC 10-K,annual_report,https://www.sec.gov/Archives/edgar/data/104169/000010416926000055/wmt-20260131.htm,U.S. Securities and Exchange Commission,2026-03-13,2026-07-05,US_WMT,2026,en-US
source_sec_wmt_2026_10q,Walmart Inc. latest SEC 10-Q,financial_report,https://www.sec.gov/Archives/edgar/data/104169/000010416926000102/wmt-20260430.htm,U.S. Securities and Exchange Commission,2026-05-29,2026-07-05,US_WMT,2026,en-US
source_sec_nvda_submissions,NVDA SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0001045810.json,U.S. Securities and Exchange Commission,,2026-07-05,US_NVDA,2026,en-US
source_sec_nvda_2026_10k,NVIDIA Corporation latest SEC 10-K,annual_report,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,U.S. Securities and Exchange Commission,2026-02-25,2026-07-05,US_NVDA,2026,en-US
source_sec_nvda_2026_10q,NVIDIA Corporation latest SEC 10-Q,financial_report,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000052/nvda-20260426.htm,U.S. Securities and Exchange Commission,2026-05-20,2026-07-05,US_NVDA,2026,en-US
source_sec_amd_submissions,AMD SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0000002488.json,U.S. Securities and Exchange Commission,,2026-07-05,US_AMD,2026,en-US
source_sec_amd_2025_10k,Advanced Micro Devices latest SEC 10-K,annual_report,https://www.sec.gov/Archives/edgar/data/2488/000000248826000018/amd-20251227.htm,U.S. Securities and Exchange Commission,2026-02-04,2026-07-05,US_AMD,2025,en-US
source_sec_amd_2026_10q,Advanced Micro Devices latest SEC 10-Q,financial_report,https://www.sec.gov/Archives/edgar/data/2488/000000248826000076/amd-20260328.htm,U.S. Securities and Exchange Commission,2026-05-06,2026-07-05,US_AMD,2026,en-US
source_sec_aapl_submissions,AAPL SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0000320193.json,U.S. Securities and Exchange Commission,,2026-07-05,US_AAPL,2026,en-US
source_sec_aapl_2025_10k,Apple Inc. latest SEC 10-K,annual_report,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm,U.S. Securities and Exchange Commission,2025-10-31,2026-07-05,US_AAPL,2025,en-US
source_sec_aapl_2026_10q,Apple Inc. latest SEC 10-Q,financial_report,https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,U.S. Securities and Exchange Commission,2026-05-01,2026-07-05,US_AAPL,2026,en-US
source_sec_mu_submissions,MU SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0000723125.json,U.S. Securities and Exchange Commission,,2026-07-05,US_MU,2026,en-US
source_sec_mu_2025_10k,Micron Technology latest SEC 10-K,annual_report,https://www.sec.gov/Archives/edgar/data/723125/000072312525000028/mu-20250828.htm,U.S. Securities and Exchange Commission,2025-10-03,2026-07-05,US_MU,2025,en-US
source_sec_mu_2026_10q,Micron Technology latest SEC 10-Q,financial_report,https://www.sec.gov/Archives/edgar/data/723125/000072312526000015/mu-20260528.htm,U.S. Securities and Exchange Commission,2026-06-25,2026-07-05,US_MU,2026,en-US
source_sec_nke_submissions,NKE SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0000320187.json,U.S. Securities and Exchange Commission,,2026-07-05,US_NKE,2026,en-US
source_sec_nke_2025_10k,"Nike, Inc. latest SEC 10-K",annual_report,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,U.S. Securities and Exchange Commission,2025-07-17,2026-07-05,US_NKE,2025,en-US
source_sec_nke_2026_10q,"Nike, Inc. latest SEC 10-Q",financial_report,https://www.sec.gov/Archives/edgar/data/320187/000032018726000037/nke-20260228.htm,U.S. Securities and Exchange Commission,2026-04-01,2026-07-05,US_NKE,2026,en-US
source_sec_ba_submissions,BA SEC submissions JSON,exchange_data,https://data.sec.gov/submissions/CIK0000012927.json,U.S. Securities and Exchange Commission,,2026-07-05,US_BA,2026,en-US
source_sec_ba_2025_10k,The Boeing Company latest SEC 10-K,annual_report,https://www.sec.gov/Archives/edgar/data/12927/000162828026004357/ba-20251231.htm,U.S. Securities and Exchange Commission,2026-01-30,2026-07-05,US_BA,2025,en-US
